name,index,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,target,batch
Molecule_1871,1871,0.308851018,0.477420016,-0.021048919,-0.040622296,-0.031097837,0.690866889,0.805,0.860481199,1.456663229,0.002595108,0.002475541,-0.59192761,-0.724451215,-0.979114526,-0.017755407,-0.054244593,-0.036,1.734902163,4.989769052,1.487230948,25.12857671,6.758733778,0.102580665,0.002,0.101133111,0.11523622,0.503768193,0.918432452,-0.11281797,-0.235195674,-0.174244593,0.348475541,0.607293511,5.540328785,3.000651912,57.8984619,19.15190216,1.736676905,0.006048919,0.007524459,1.723,-193.0231758,0.412080292,-195.795773,11.11002025,-7.06677002,-6.65468313,-7.187789486,184895.7265,4457336.008,672.2904348,2.814857005,18.11028104,18.11028104,1.273792749,-14.31473024,0.168838045,49.97014925,948.084,883.572,947.4358179,349,33.0,0.0
Molecule_1946,1946,0.319300899,0.487627188,-0.024009817,-0.038357112,-0.031,0.680642888,0.805,0.817927139,1.420690446,0.002736693,0.003,-0.58677861,-0.708076492,-0.974027884,-0.020406195,-0.0439411,-0.031990183,1.741623255,4.966909031,1.506386562,24.97801965,6.740376747,0.1031399,0.002,0.10075349,0.177378943,0.530671874,0.885806378,-0.114613438,-0.240207243,-0.177226876,0.323922992,0.595207243,5.550256326,2.990245425,57.48449956,19.08297775,1.877579168,0.002990183,0.010990183,1.863833116,-223.155147,0.406677795,-226.481566,9.677707444,-6.847405545,-6.440732485,-6.901476725,268482.2961,6351787.036,806.0702384,2.822589092,18.90620286,18.90620286,1.601870589,-15.1597627,0.112718547,52.31168831,1084.406,995.702,1083.622556,409,35.0,0.0
Molecule_2003,2003,0.318717486,0.487259974,-0.023962804,-0.03896269,-0.031962729,0.6809999,0.805,0.817962399,1.419974883,0.002799999,0.003,-0.587592736,-0.707240303,-0.972748645,-0.019950404,-0.044912787,-0.031937836,1.741012448,4.966037177,1.506012552,24.99816363,6.742887648,0.103431129,0.002,0.101037335,0.181883058,0.529522567,0.885793597,-0.117937919,-0.238925484,-0.177937926,0.325887881,0.598000036,5.547074716,3.007313506,57.45458514,19.0780996,1.860314241,0.002987552,0.011987587,1.8455354,-243.2863011,0.416216579,-246.791074,7.881261526,-6.835235409,-6.418983502,-6.887266257,310733.8742,7214301.658,858.9680109,2.760644113,19.98979921,19.98979921,1.893377926,-16.10660045,0.099756721,54.12195122,1163.549,1061.741,1162.72227,445,36.0,0.0
Molecule_2031,2031,0.32717,0.49616,-0.027,-0.02,-0.023,0.673,0.806,0.751,1.361,0.0029,0.003,-0.57697198,-0.694,-0.9669,-0.032,-0.025,-0.028,1.745,4.949,1.513,24.739,6.708,0.0992,0.002,0.097,0.30791174,0.54248,0.96799,-0.119,-0.105,-0.112,0.338,0.602,5.517,3.626,56.628,18.94,1.918,0.002,0.008,1.907,-256.2497349,0.01063257,-260.0695624,14.271,-7.3313,-7.3207,-7.643,349650.5713,8289596.508,918.88458,3.5096,20.66325779,20.66325779,1.787383557,-16.12545242,0.09153192,49.75280899,1243.594,1145.818,1242.69097,469,38.0,0.0
Molecule_2047,2047,0.320322239,0.503026263,-0.022977368,-0.040992456,-0.031984912,0.680026404,0.805003772,0.779192369,1.387165965,0.002599623,0.002996228,-0.606116627,-0.710701655,-0.986466665,-0.018950965,-0.048015088,-0.032984912,1.743992456,4.966022632,1.504988684,25.44168359,6.801822719,0.095821123,0.002,0.09401886,0.183149582,0.524709665,0.890571124,-0.107973596,-0.246007544,-0.176988684,0.338973596,0.595026404,5.542011316,2.923366315,57.44637719,19.07706035,1.807045974,0.003996228,0.009007544,1.794143334,-262.4436468,0.329314167,-266.182735,11.02482216,-6.669151298,-6.339908719,-6.795416728,355233.9463,8215671.315,916.4209796,2.792284158,19.94915058,19.94915058,1.917392495,-16.12207122,0.05467403,51.72727273,1248.655,1139.791,1247.775034,479,39.0,0.0
Molecule_2059,2059,0.325144148,0.494706217,-0.027157639,-0.023000006,-0.025157642,0.674684721,0.805157642,0.752527095,1.362527093,0.002831528,0.003,-0.571704511,-0.697506493,-0.96878345,-0.031315282,-0.030527079,-0.030842361,1.743157639,4.954527084,1.511315285,24.61860054,6.691265953,0.109105413,0.002,0.106842357,0.238506766,0.531680796,0.95460953,-0.11578819,-0.136842411,-0.1263153,0.343896496,0.591103487,5.533000015,3.292039554,57.0807932,19.01568475,1.890395836,0.003684717,0.006315285,1.880832778,-229.5750953,0.095291624,-232.9216472,17.68651075,-7.343558204,-7.248251738,-7.652598315,275329.172,6516407.145,814.9025102,3.296526176,18.77932786,18.77932786,1.626609316,-15.18740158,0.066309729,50.4556962,1113.404,1025.708,1112.61272,419,41.0,0.0
Molecule_2137,2137,0.318753267,0.487196116,-0.023,-0.036788226,-0.03,0.68136682,0.805,0.81431598,1.417376806,0.002582489,0.002978001,-0.590775795,-0.711931979,-0.979223265,-0.021568292,-0.039273693,-0.030356518,1.742869115,4.969543864,1.507036665,25.07197178,6.752723295,0.100506462,0.002,0.098802892,0.179234325,0.529590135,0.889895019,-0.104195773,-0.233382579,-0.1687274,0.321247406,0.602403711,5.547239997,3.075068542,57.47200804,19.08122617,1.841640938,0.002,0.011716005,1.828207347,-231.6036692,0.367233736,-235.0364224,8.242380481,-6.649701437,-6.282484386,-6.724970792,295234.9013,6877267.354,838.1901656,2.777431131,18.80269362,18.80269362,1.801719545,-15.58619251,0.162061047,56.75949367,1116.536,1015.736,1115.721542,427,42.0,0.0
Molecule_2411,2411,0.358655204,0.540957678,-0.024689313,0.002048474,-0.011398091,0.641747708,0.805,0.64019465,1.255262589,0.004584466,0.004844657,-0.546318978,-0.672269216,-0.947931037,-0.026446565,-0.000174808,-0.013310687,1.744980535,4.927058395,1.520223283,24.02486525,6.610835112,0.114225192,0.002,0.111825192,0.27191368,0.539943546,1.108654392,-0.152067939,-0.030631294,-0.091349617,0.346378626,0.60053397,5.512951526,4.166639334,56.86295228,18.97974771,1.422663642,0.001,0.002310687,1.419690818,-255.1927919,0.048623064,-258.0925995,22.60927806,-7.643519578,-7.594917594,-8.311800541,227600.8564,5512069.317,735.8383113,3.300331671,19.31569532,19.31569532,1.60820704,-15.10632615,0.092786491,45.71428571,1225.047,1169.607,1224.343157,443,43.0,0.0
Molecule_2488,2488,0.31429178,0.485013488,-0.018595524,-0.029409028,-0.02391561,0.685890515,0.805,0.800755935,1.405253659,0.004360745,0.004413335,-0.54471043,-0.708292893,-0.990429697,-0.002186496,-0.036569193,-0.019531923,1.720967281,4.987459463,1.520733421,23.98873742,6.605809719,0.097451212,0.002,0.095392546,0.206922548,0.514262472,0.93591354,-0.104384678,-0.153611015,-0.128945257,0.333108138,0.624655175,5.528321322,3.067625501,57.28895121,19.05051434,1.765348915,0.00491561,0.005413335,1.754747821,-229.5935715,0.088619102,-232.1496012,18.24529428,-7.607635824,-7.519005003,-7.937720581,184249.7855,4395733.528,659.5805875,3.064181925,18.46500356,18.46500356,1.605052944,-14.94270024,0.109812025,45.72972973,1095.973,1039.525,1095.358079,399,45.0,0.0
Molecule_2498,2498,0.32172,0.49132,-0.02,-0.025,-0.022,0.678,0.805,0.764,1.373,0.0033,0.003,-0.56702384,-0.70818,-0.98005,-0.022,-0.023,-0.022,1.74,4.968,1.515,24.505,6.676,0.1137,0.002,0.111,0.22897116,0.53474,0.93212,-0.093,-0.155,-0.124,0.322,0.589,5.554,3.267,57.144,19.026,1.9391,0.002,0.009,1.929,-275.1717003,0.13610611,-278.2500471,13.218,-7.6086,-7.4725,-7.8319,267846.9637,6293613.25,790.298438,3.2189,19.29609423,19.29609423,1.800426975,-15.53475691,0.053309319,45.04545455,1296.211,1223.635,1295.474171,479,46.0,0.0
Molecule_2651,2651,0.32341,0.49355,-0.023,-0.017,-0.02,0.677,0.805,0.748,1.358,0.003,0.003,-0.57259919,-0.69765,-0.9656,-0.026,-0.026,-0.026,1.745,4.953,1.509,24.642,6.695,0.1091,0.002,0.107,0.2647651,0.53261,0.95652,-0.122,-0.121,-0.121,0.345,0.595,5.528,3.313,56.909,18.987,1.9746,0.003,0.007,1.965,-246.5409165,0.01268462,-249.9881522,21.42400001,-7.391700001,-7.379000001,-7.737400001,308216.8224,7395313.594,860.707895,3.5507,19.54398459,19.54398459,1.678878107,-15.49417898,0.08605164,52.76190476,1204.495,1115.791,1203.585519,447,48.0,0.0
Molecule_2723,2723,0.300251924,0.470653013,-0.019071001,-0.043154353,-0.030825514,0.699535976,0.805000007,0.895209641,1.485978585,0.00276912,0.002822033,-0.595087972,-0.726478917,-0.981974204,-0.007287957,-0.057359569,-0.03207366,1.731040704,4.995353064,1.489541934,25.20329677,6.768869447,0.089785379,0.00182204,0.087963243,0.119210377,0.502837995,0.91585211,-0.105954802,-0.239565726,-0.172849241,0.346987905,0.616489134,5.533461896,2.99687468,57.87190817,19.14713988,1.702108595,0.007129227,0.005622345,1.689486307,-222.1722503,0.368623535,-225.4504749,8.21915354,-6.76987141,-6.401269325,-6.937985079,270167.2215,6318710.395,803.2262504,2.724465199,18.96148494,18.96148494,1.657211427,-15.33650498,0.146781688,58.68421053,1074.455,979.703,1073.674592,409,49.0,0.0
Molecule_2762,2762,0.318295475,0.488573448,-0.023032015,-0.037,-0.03,0.681903954,0.805,0.825175302,1.427207318,0.001503202,0.001032015,-0.626739134,-0.72648963,-0.983745083,-0.020655533,-0.06,-0.040064031,1.746967985,4.978903954,1.466105134,26.00681277,6.87418144,0.115930059,0.001,0.114591503,0.157772683,0.524286069,0.935501632,-0.115527472,-0.218967985,-0.166967985,0.347536559,0.572871938,5.555032015,2.774437563,57.61464169,19.10450454,1.749340049,0.004,0.007967985,1.737855148,-215.0485282,0.369833347,-218.2743465,10.83838096,-6.854784112,-6.484929632,-7.020464566,250308.3844,5889930.609,774.9733415,2.750421965,17.94302219,17.94302219,0.256122448,-15.33013601,0.123722342,54.77027027,1045.373,957.677,1044.62289,395,51.0,0.0
Molecule_2770,2770,0.318900532,0.486655266,-0.023703015,-0.036703015,-0.03,0.681296985,0.805,0.817078896,1.419781911,0.002570301,0.002703015,-0.594527789,-0.712499679,-0.983094849,-0.021703015,-0.038703015,-0.029703015,1.74159397,4.971296985,1.507812059,25.16051763,6.764533674,0.095053367,0.002,0.092890955,0.191944792,0.531381713,0.89555036,-0.10459397,-0.22940603,-0.167,0.327109045,0.594078896,5.546703015,3.097624119,57.38742463,19.06718794,1.7988084,0.002703015,0.01159397,1.78480051,-216.8653911,0.359036183,-220.0784027,8.28742147,-6.714350802,-6.355348882,-6.786780246,257795.9313,6023300.394,785.7028402,2.746233224,18.69552219,18.69552219,1.773420139,-15.73314527,0.12424783,56.27027027,1048.417,955.681,1047.658942,399,52.0,0.0
Molecule_3217,3217,0.321243339,0.492144348,-0.031525254,-0.029272712,-0.030373729,0.678424237,0.805,0.809121186,1.413171695,0.002497983,0.002525254,-0.597105212,-0.717442587,-0.978924122,-0.033494915,-0.036515084,-0.034767626,1.738121186,4.979272712,1.489636442,25.26083589,6.776252198,0.11405549,0.001525254,0.112515084,0.192845056,0.534922217,0.994961455,-0.147838476,-0.140191863,-0.143777797,0.347222203,0.561606102,5.555747457,3.378041544,57.38175763,19.06562627,1.60370412,0.001949491,0.006,1.595686951,-141.6961853,0.481603848,-143.4924145,7.406818307,-7.013106982,-6.531569402,-7.267858473,96220.01536,2236708.036,476.7653335,2.586698,17.20429083,17.20429083,1.917814214,-14.16644781,0.287639246,68.34782609,681.821,623.357,681.3765717,255,53.0,0.0
