name,index,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,target,batch
Molecule_3301,3301,0.323543264,0.494050654,-0.031031605,-0.022031184,-0.027031184,0.676060471,0.805,0.802234932,1.406221131,0.003501675,0.003016119,-0.573738928,-0.70796316,-0.974342392,-0.023999789,-0.016999368,-0.020015487,1.731937843,4.976075747,1.512001054,24.66505973,6.697879794,0.09596122,0.002,0.093953329,0.187652026,0.536102879,0.986687008,-0.179998946,-0.119094605,-0.149046881,0.340968395,0.568047092,5.555015908,3.73219754,57.41570965,19.07195164,1.63388119,0.001,0.005,1.627776333,-157.6938057,0.595283832,-159.6765894,12.44894627,-7.171242504,-6.575976481,-7.396322962,116013.8953,2685917.425,522.0846769,2.616422109,18.23917308,18.23917308,2.129142692,-14.73251189,0.381115833,65.60784314,752.9,689.396,752.4136855,283,55.0,0.0
Molecule_3524,3524,0.317925957,0.48596855,-0.02109191,-0.03680116,-0.029,0.68180116,0.805,0.823920448,1.425828538,0.002619884,0.003,-0.594140084,-0.712776216,-0.981550746,-0.01680116,-0.038382659,-0.02789307,1.741,4.971219662,1.506816181,25.15235583,6.763492728,0.099099912,0.002,0.096887268,0.19389327,0.530235905,0.891177429,-0.083348168,-0.23048037,-0.157183819,0.32369423,0.599012357,5.546831201,3.104253405,57.37470718,19.06460232,1.887676525,0.002,0.01209191,1.873236944,-238.1139737,0.382299339,-241.7985053,7.186562605,-6.742422654,-6.360131032,-6.803529651,318554.1902,7545007.827,881.1830999,3.011004933,19.88435178,19.88435178,1.780459213,-15.9843165,0.104063892,48.91566265,1160.548,1063.78,1159.690242,439,56.0,0.0
Molecule_enant_3683,3683,0.32294,0.49306,-0.027,-0.019,-0.023,0.677,0.805,0.764,1.373,0.0026,0.003,-0.57590651,-0.70345,-0.97267,-0.037,-0.027,-0.032,1.743,4.961,1.51,24.718,6.705,0.1121,0.002,0.11,0.25343781,0.54349,1.01691,-0.109,-0.093,-0.101,0.349,0.573,5.535,3.646,56.983,19.0,1.7892,0.004,0.005,1.78,-153.3832272,0.02250428,-155.401557,13.212,-7.0781,-7.0556,-7.4957,110325.5783,2642048.395,516.206377,3.2476,18.10548154,18.10548154,1.091475682,-13.48703637,0.305944779,63.61538462,752.819,701.411,752.3310185,275,58.0,0.0
Molecule_enant_3785,3785,0.303343074,0.472570299,-0.031309887,-0.037380226,-0.034690113,0.696661584,0.805,0.893659619,1.484688148,0.001776045,0.001690113,-0.622781823,-0.74017516,-0.987386951,-0.031958189,-0.054549434,-0.043098868,1.738098868,5.00218249,1.459338416,25.92078505,6.862041811,0.109099065,0.001,0.108268076,0.126321366,0.516274372,0.97041693,-0.146872603,-0.191520905,-0.169041811,0.347169208,0.585844074,5.550788981,3.139840144,57.82462716,19.13960453,1.55756729,0.003,0.006380226,1.547211019,-126.7774497,0.588709928,-128.4223205,7.678941451,-6.654214814,-6.065470198,-6.840521109,78902.17478,1855320.732,434.5234507,2.463547713,16.87862906,16.87862906,1.038412107,-13.07752086,0.520920713,74.57142857,621.729,571.329,621.3302902,229,59.0,0.0
Molecule_enant_3976,3976,0.30463,0.47414,-0.027,-0.034,-0.031,0.695,0.805,0.907,1.496,0.0026,0.003,-0.62185174,-0.73443,-0.98941,-0.017,-0.049,-0.033,1.733,5.002,1.462,25.895,6.859,0.1006,0.001,0.099,0.1738742,0.51328,0.96396,-0.15,-0.159,-0.154,0.346,0.586,5.554,3.063,57.507,19.087,1.7224,0.004,0.008,1.711,-223.5480002,0.51044924,-226.5407521,5.6,-7.4064,-6.896,-7.6401,267463.2687,6346968.059,795.265692,2.8841,19.97997908,19.97997908,2.159304106,-17.22696379,0.095196639,59.16666667,1080.605,975.773,1079.691439,409,61.0,0.0
Molecule_enant_3989,3989,0.33339,0.50966,-0.023,-0.033,-0.028,0.667,0.805,0.759,1.368,0.003,0.003,-0.58070209,-0.69024,-0.94912,-0.015,-0.045,-0.03,1.741,4.95,1.504,24.839,6.721,0.1139,0.002,0.112,0.20705997,0.52196,0.96105,-0.159,-0.164,-0.161,0.354,0.582,5.542,2.965,57.288,19.05,1.6029,0.004,0.009,1.59,-176.9567345,0.62477393,-179.4014538,8.283,-7.2319,-6.6072,-7.3515,181495.0879,4396485.686,660.00425,2.6717,18.54585694,18.54585694,2.909835286,-16.30209812,0.192627743,68.27586207,878.351,791.663,877.5596965,327,62.0,0.0
Molecule_enant_4060,4060,0.335113532,0.508593319,-0.028584359,-0.013731075,-0.021494717,0.665082505,0.804861453,0.736730782,1.346520005,0.003915728,0.004,-0.558590098,-0.686965432,-0.968535952,-0.021528493,-0.00742381,-0.014722906,1.739515848,4.947465055,1.514108376,24.31157703,6.650210763,0.100059648,0.002861453,0.097563404,0.25827322,0.528071521,0.990880698,-0.150072169,-0.044041644,-0.0972967,0.352581117,0.588400149,5.530488556,3.77922184,56.95148133,18.99456772,1.648204585,0.001861453,0.003861453,1.642924321,-130.6679263,0.108864488,-132.597027,9.444564823,-7.35163942,-7.242775026,-7.862951274,89938.56608,2218010.666,475.6736306,3.148957101,17.51246137,17.51246137,1.123714044,-13.12801576,0.253933957,56.60869565,659.733,615.381,659.277192,237,64.0,0.0
Molecule_enant_4160,4160,0.37041,0.55732,-0.025,-0.008,-0.016,0.63,0.804,0.598,1.215,0.0045,0.004,-0.54472074,-0.66513,-0.95432,-0.019,-0.007,-0.013,1.754,4.911,1.521,23.986,6.606,0.1146,0.002,0.113,0.2692577,0.53811,1.04394,-0.141,-0.026,-0.083,0.359,0.578,5.525,3.921,56.88,18.982,1.4919,0.001,0.003,1.487,-124.2389562,0.08278795,-125.9873337,10.936,-7.2802,-7.1974,-7.8073,79421.60816,1936333.572,443.045176,3.0384,17.37818888,17.37818888,1.161628401,-13.15464286,0.325756357,64.74418605,623.7,579.348,623.277192,225,65.0,0.0
Molecule_enant_4263,4263,0.317973555,0.486479686,-0.025677395,-0.03664521,-0.031,0.682,0.805677395,0.81564521,1.41864521,0.002432261,0.002,-0.590167122,-0.714304138,-0.980155411,-0.02135479,-0.038290421,-0.02964521,1.743,4.97135479,1.507677395,25.0568705,6.751032185,0.096264521,0.002,0.094,0.175652599,0.532662965,0.892971004,-0.118967815,-0.230290421,-0.174967815,0.317,0.600709579,5.550322605,3.124452103,57.49570958,19.08467739,1.737177395,0.002,0.01,1.725,-130.0783788,0.390123402,-131.84043,8.165159403,-6.65714597,-6.267033324,-6.72256191,83873.39879,2001972.011,450.8760687,2.493760847,17.28725114,17.28725114,0.972495105,-13.33238757,0.319264173,63.90909091,643.735,595.351,643.3146402,235,66.0,0.0
Molecule_enant_4529,4529,0.318657265,0.491266693,-0.02601016,-0.024907309,-0.025225401,0.681261586,0.805,0.769261586,1.37779492,0.002915873,0.003,-0.577996525,-0.688822588,-0.965574129,-0.02786729,-0.04113271,-0.03479492,1.743261586,4.945261586,1.513215241,24.76199046,6.711189839,0.087777834,0.002,0.085820945,0.321078378,0.540989348,0.966550199,-0.13627558,-0.123681907,-0.129814617,0.318996167,0.639,5.500758111,3.507600802,56.54349002,18.9263295,1.703764626,0.001523173,0.007476827,1.694672371,-174.6658264,0.557724223,-177.0790071,11.64859953,-7.717284243,-7.159570832,-7.764245688,147846.6996,3542619.999,596.7989173,2.981373734,18.66940415,18.66940415,1.290395591,-14.34579558,0.148644139,58.46666667,856.971,797.499,856.3936188,315,68.0,0.0
Molecule_enant_4595,4595,0.298466188,0.468536979,-0.023520458,-0.043355525,-0.033479542,0.701479542,0.805,0.903099627,1.49297561,0.002475324,0.002479542,-0.596532558,-0.728236635,-0.982155985,-0.011080563,-0.058877252,-0.034916899,1.73128895,4.996791613,1.487488676,25.23847806,6.773728373,0.087816884,0.002,0.086098358,0.108148844,0.500288546,0.907397725,-0.132223644,-0.240212195,-0.186061249,0.347543579,0.619251842,5.532850324,2.970712371,57.94615276,19.15945642,1.593553802,0.005875983,0.006124017,1.58137464,-154.3961928,0.346419921,-156.5106553,8.70007722,-6.7301514,-6.383675893,-6.900052966,121706.6502,2860658.306,538.517924,2.415329245,18.21978948,18.21978948,1.321828272,-14.35640967,0.169394473,69.0,753.935,691.439,753.4241906,281,69.0,0.0
Molecule_enant_4670,4670,0.318854487,0.487225551,-0.026720765,-0.038720765,-0.032720765,0.680837706,0.805720765,0.808279235,1.412279235,0.002276612,0.002720765,-0.587261772,-0.712895453,-0.974967589,-0.023116941,-0.048630057,-0.035513117,1.742837706,4.96970979,1.501218623,24.99905243,6.742384168,0.10496496,0.001720765,0.10315132,0.142331254,0.525373651,0.892299033,-0.124207648,-0.247649178,-0.185928413,0.330980879,0.591335563,5.55255847,2.871471963,57.71708444,19.12178138,1.73879095,0.00255847,0.008883059,1.726707574,-147.2776669,0.354092872,-149.3446352,8.431879652,-6.718200885,-6.364084757,-6.815244609,108260.6895,2572339.44,509.6528565,2.487239436,16.63653106,16.63653106,0.457520987,-13.74753838,0.287338462,60.74,724.853,669.413,724.3724894,267,71.0,0.0
Molecule_enant_4687,4687,0.317289555,0.485580148,-0.026014986,-0.037562544,-0.031577531,0.683,0.805985014,0.823814966,1.425814966,0.002301499,0.002,-0.594979844,-0.71443024,-0.980420753,-0.022622489,-0.038547558,-0.030592517,1.743422469,4.971,1.506562544,25.17313428,6.766214907,0.095873718,0.002,0.094029972,0.172665678,0.530269902,0.883992874,-0.118059945,-0.239020185,-0.178547558,0.316044959,0.604347538,5.549014986,3.064801713,57.51553328,19.0881101,1.753224245,0.002,0.010422469,1.741027018,-155.4125645,0.406126284,-157.5558321,7.618065249,-6.574908216,-6.168786163,-6.634803607,124105.1788,2902509.262,543.8592963,2.503962926,18.0223644,18.0223644,1.398629271,-14.49833676,0.218424035,62.69230769,755.951,691.439,755.4398407,283,72.0,0.0
Molecule_enant_4803,4803,0.304096744,0.474721961,-0.024695924,-0.039544654,-0.032620287,0.695977308,0.805,0.877141739,1.470529472,0.00224883,0.00200044,-0.606401924,-0.725997981,-0.983205664,-0.018866145,-0.051207504,-0.035210696,1.737909815,4.987875692,1.480305402,25.490603,6.806437363,0.094013925,0.001712348,0.092228557,0.119323044,0.506859862,0.900567291,-0.136933862,-0.231969195,-0.184413271,0.3387426,0.614577311,5.540270536,2.944621706,57.87185548,19.14738528,1.683140608,0.003984454,0.006304519,1.672786805,-200.9903403,0.40016918,-203.6527201,11.00856894,-6.898397663,-6.498270902,-7.017362785,193808.1223,4472549.502,674.0769385,2.543433389,18.92111238,18.92111238,1.595993421,-15.10743655,0.105992575,56.72727273,956.189,875.549,955.5559331,363,74.0,0.0
Molecule_enant_4935,4935,0.29843,0.46805,-0.02,-0.043,-0.032,0.702,0.805,0.908,1.497,0.0025,0.003,-0.60098215,-0.72737,-0.9823,-0.01,-0.059,-0.035,1.733,4.994,1.481,25.354,6.789,0.0943,0.002,0.093,0.11887778,0.49907,0.90158,-0.121,-0.232,-0.176,0.345,0.623,5.532,2.959,57.874,19.148,1.7578,0.006,0.007,1.745,-269.9168952,0.30958495,-273.8530276,8.892,-6.8267,-6.5171,-7.0242,401830.7505,9350372.13,970.986568,2.7862,19.67863458,19.67863458,1.966810323,-16.2072081,0.11723,75.74193548,1300.818,1183.89,1299.846742,499,75.0,0.0
Molecule_enant_4958,4958,0.318733201,0.488002711,-0.024675013,-0.025549814,-0.02494992,0.681199787,0.805675013,0.781948857,1.388374003,0.003359989,0.003324987,-0.570935818,-0.700794561,-0.973232574,-0.024175279,-0.034149708,-0.029,1.739150239,4.962399575,1.512324987,24.59910494,6.688750664,0.100215077,0.002,0.09805008,0.244398324,0.527151437,0.929959488,-0.114324987,-0.148324455,-0.130824721,0.335874801,0.614374535,5.522475226,3.246956298,57.04334312,19.00994886,1.950660627,0.00294992,0.009350027,1.938100691,-293.3240006,0.031484317,-297.5855312,14.45957905,-7.20578924,-7.174317156,-7.491143849,458992.0797,10792721.16,1041.284013,3.458102823,20.73588814,20.73588814,1.919811651,-16.44617356,0.091541383,69.76470588,1417.881,1301.961,1416.831821,539,77.0,0.0
Molecule_enant_5042,5042,0.299130226,0.472238913,-0.02100513,-0.04399743,-0.032002562,0.700999978,0.805,0.894969153,1.485974292,0.003299487,0.003,-0.59275914,-0.720986193,-0.98475544,-0.00301027,-0.064989722,-0.033999997,1.728005138,4.992989724,1.500989764,25.12799707,6.75999739,0.083606932,0.002,0.082005139,0.107654212,0.494468466,0.868115122,-0.128002536,-0.237007684,-0.182007672,0.347010232,0.628976901,5.529005143,2.812235835,57.94899178,19.15999991,1.751529372,0.006999995,0.00599744,1.73893091,-319.6627635,0.383920987,-324.1897021,11.63900631,-6.89391666,-6.510004398,-7.035247883,537719.8217,12375062.66,1118.515837,2.777546524,21.06573291,21.06573291,2.226947631,-17.16966408,0.048583948,68.96296296,1517.099,1380.011,1515.994135,587,78.0,0.0
Molecule_enant_5167,5167,0.321006004,0.493070668,-0.014648092,-0.021888554,-0.018592369,0.678759538,0.805,0.752574799,1.362574799,0.003583283,0.003648092,-0.561875473,-0.686447987,-0.96574123,-0.017870984,-0.034184739,-0.025703815,1.736222892,4.950240462,1.517888554,24.38285694,6.660058736,0.109875653,0.002,0.108240462,0.315910955,0.535204131,0.980294418,-0.076296185,-0.118536646,-0.097240462,0.338703815,0.639592369,5.485759538,3.308891567,56.57670984,18.93168625,1.812797942,0.003648092,0.006,1.803944277,-255.2103911,0.13278331,-258.1208839,11.28056877,-7.71207957,-7.579263404,-7.862903514,228111.8247,5516148.97,736.7476074,3.483841616,19.32316818,19.32316818,1.695138688,-15.26942029,0.092786491,45.71428571,1225.047,1169.607,1224.343157,443,79.0,0.0
Molecule_enant_5261,5261,0.30759139,0.476441645,-0.014089015,-0.030955493,-0.022044507,0.692465911,0.805,0.820730123,1.422997167,0.003066761,0.003044507,-0.578383127,-0.72936439,-0.992963296,-0.010376896,-0.039222537,-0.02482197,1.730332389,4.999376896,1.504979163,24.78449927,6.71347825,0.109670645,0.002,0.107643941,0.174972934,0.506313466,0.939740572,-0.092089015,-0.173777463,-0.132910985,0.346287882,0.615468744,5.531198867,3.110069184,57.50027088,19.08586364,1.735893182,0.006,0.007044507,1.721910985,-228.5762547,0.073234344,-231.1107688,9.508461884,-7.342617904,-7.269337123,-7.594645357,181392.4903,4344985.886,654.3053303,2.989580397,17.95949597,17.95949597,1.617113389,-14.81051993,0.122010555,48.86486486,1093.957,1039.525,1093.342429,397,81.0,0.0
Molecule_enant_5278,5278,0.32217,0.4914,-0.022,-0.023,-0.022,0.678,0.806,0.752,1.362,0.0029,0.003,-0.56828225,-0.7071,-0.98284,-0.025,-0.024,-0.025,1.742,4.965,1.516,24.533,6.68,0.1085,0.002,0.106,0.24257661,0.53398,0.93717,-0.089,-0.145,-0.117,0.33,0.594,5.543,3.344,57.054,19.011,1.8137,0.002,0.008,1.804,-231.7466589,0.05381744,-234.3257023,10.362,-7.2483,-7.1945,-7.5168,188332.7592,4499710.029,666.316665,3.0642,18.09872244,18.09872244,1.647408014,-14.91112692,0.122007164,49.6,1107.984,1051.536,1107.358079,403,82.0,0.0
Molecule_enant_5473,5473,0.330583695,0.50160434,-0.02349962,-0.012253615,-0.018,0.669620763,0.805937189,0.716421002,1.329737428,0.003,0.003,-0.558479916,-0.692400483,-0.970880161,-0.02449962,-0.01349962,-0.018936429,1.743879617,4.948495141,1.516620763,24.30502455,6.649378651,0.119227194,0.002,0.116821284,0.287343419,0.538062789,0.991447736,-0.114451004,-0.074180327,-0.094315666,0.341941667,0.591317186,5.528874378,3.621463965,56.76218033,18.96288647,1.824938561,0.002,0.007,1.816014163,-260.2747002,0.023059137,-262.859337,17.58055496,-7.78207333,-7.758992221,-8.220016944,202480.5826,4824420.64,685.1687919,3.303833379,17.97326243,17.97326243,1.798021105,-15.10948687,0.121997222,45.3902439,1229.951,1177.535,1229.317198,445,84.0,0.0
Molecule_enant_5644,5644,0.31957,0.48878,-0.017,-0.029,-0.023,0.68,0.806,0.785,1.391,0.0029,0.003,-0.57666763,-0.71085,-0.98227,-0.018,-0.029,-0.023,1.741,4.97,1.513,24.731,6.707,0.105,0.002,0.103,0.22181893,0.53578,0.91992,-0.084,-0.177,-0.131,0.318,0.595,5.551,3.294,57.191,19.034,1.8248,0.002,0.01,1.813,-187.3539417,0.15900676,-189.6874448,11.741,-7.1388,-6.9798,-7.2978,142353.0139,3454828.259,585.252379,2.9265,18.18275445,18.18275445,1.279519368,-14.20729314,0.129071906,52.28571429,915.882,865.482,915.3207096,331,85.0,0.0
Molecule_enant_5649,5649,0.32103,0.49,-0.018,-0.027,-0.022,0.679,0.806,0.768,1.376,0.0028,0.003,-0.57945598,-0.71582,-0.98733,-0.023,-0.027,-0.025,1.742,4.974,1.513,24.797,6.716,0.106,0.002,0.104,0.22546551,0.53194,0.92687,-0.075,-0.169,-0.122,0.325,0.595,5.548,3.339,57.167,19.03,1.8569,0.002,0.009,1.846,-224.8287443,0.13271913,-227.6247811,15.927,-7.1646,-7.0319,-7.3812,203094.8128,4913608.326,695.68158,3.1303,19.13689182,19.13689182,1.175859638,-14.74981771,0.104227913,57.23684211,1092.057,1033.593,1091.379287,397,87.0,0.0
Molecule_enant_5880,5880,0.303305083,0.474496618,-0.014243325,-0.040590723,-0.027243325,0.696476015,0.805,0.858729315,1.45592544,0.003754014,0.003895928,-0.573979509,-0.719370124,-0.985485329,0.003129123,-0.055902674,-0.026527106,1.725415519,4.99432527,1.506766167,24.67852747,6.699582839,0.097044172,0.002,0.095030084,0.140247061,0.501693328,0.907902277,-0.079775177,-0.21299991,-0.146321289,0.344880479,0.625927528,5.52775617,2.937781519,57.73092567,19.12408216,1.782721314,0.007243325,0.00578511,1.769957476,-190.4953037,0.128725139,-192.8670086,12.27274553,-7.129186372,-7.00045864,-7.381815015,185459.9003,4945650.261,672.9745336,2.998531611,18.47174696,18.47174696,1.120092376,-14.14955209,0.139094017,49.46875,1030.655,976.223,1027.174706,339,88.0,0.0
Molecule_enant_5889,5889,0.318197716,0.487092959,-0.018852187,-0.029413877,-0.024118251,0.681354752,0.805970437,0.780980699,1.387714635,0.002938431,0.003029563,-0.572702131,-0.711695527,-0.983723096,-0.022260933,-0.030798192,-0.026059125,1.740260933,4.97176863,1.513147813,24.63894869,6.694640117,0.10693098,0.002,0.104733936,0.205227812,0.529470484,0.909640782,-0.072881749,-0.185975568,-0.12944344,0.323532128,0.599064256,5.548172245,3.166870265,57.30034181,19.05253726,1.876431272,0.002177376,0.009881749,1.864275103,-205.4760773,0.120355136,-208.0105698,10.72463086,-7.157762326,-7.037361813,-7.35751527,209693.8131,5551105.64,713.358138,3.085273418,18.80916393,18.80916393,1.171967155,-14.33296129,0.141112303,52.17391304,1099.718,1042.262,1096.19617,365,90.0,0.0
